xyz	x	y	z	supervoxel_id	root_id	root_side	soma_side	class	type	long_tract_from_manc	soma_location	predicted_nt	predicted_nt_prob	predicted_nt_new	hemibrain_type	hemilineage
(129397, 75070, 5798)	129397	75070	5798	79521285864144557	720575940617802187	L	L	DN	DNp17	ITD	p		0	unk	DNp17	PSp2
(129028, 80778, 5798)	129028	80778	5798	79521698180994606	720575940637667443	L	L	DN	DNg08	ITD	g	GLUT	0.53	unk		MX3
(126653, 73166, 5793)	126653	73166	5793	79310042192434343	720575940623468691	L	L	DN	DNa10	MTD-II	a	ACH	0.72	ACH	DNa10	WEDd1
(129391, 74797, 5798)	129391	74797	5798	79521285864140232	720575940626665489	L	L	DN	DNpe054		p	ACH	0.41	unk	DNp16/17	PSp2
(128150, 81942, 5798)	128150	81942	5798	79451398156292634	720575940632632607	L	L	DN	DNg64	VLT	g		0	unk		MD3
(125721, 79998, 5798)	125721	79998	5798	79240154484792399	720575940629041879	L	R	DN	DNb06	DMT	b	ACH	0.64	ACH	DNb06	putative_primary
(124948, 79541, 5798)	124948	79541	5798	79240154484806839	720575940637603038	L	R	DN	DNge038		g	ACH	0.65	ACH		putative_primary
(124864, 79757, 5798)	124864	79757	5798	79240154484806197	720575940627087646	L	R	DN	DNg74_b	DLT	g	GABA	0.62	GABA		MX3
(124319, 78657, 5798)	124319	78657	5798	79169717021141758	720575940642926702	L	L	DN	DNg12_a	none	g	ACH	0.49	unk		MX12
(126864, 80956, 5798)	126864	80956	5798	79310591948436489	720575940628225167	L	R	DN	DNg48	none	g		0	unk		putative_primary
(125008, 77036, 5798)	125008	77036	5798	79239948326369993	720575940634915691	L	R	DN	DNg39	DMT	g		0	unk		LB7__prim
(125007, 79129, 5798)	125007	79129	5798	79240085765331603	720575940626888250	L	R	DN	DNg94	ITD	g	SER	0.48	unk		
(123480, 76089, 5798)	123480	76089	5798	79099142118527697	720575940611531986	L	L	DN	DNge002		g	ACH	0.91	ACH		putative_primary
(129537, 74671, 5798)	129537	74671	5798	79521285864145686	720575940622836970	L	L	DN	DNpe012		p	ACH	0.82	ACH	DNp16	PSp2
(130990, 76142, 5798)	130990	76142	5798	79591723327807829	720575940633011256	L	R	DN	DNpe023		p	ACH	0.88	ACH	LAL201	putative_primary
(129239, 80418, 5798)	129239	80418	5798	79521629461512635	720575940608076739	L	L	DN	DNg08	ITD	g	GLUT	0.65	GLUT		MX3
(130899, 78050, 5798)	130899	78050	5798	79591860766746425	720575940624982823	L	L	DN	DNbe006		b	ACH	0.95	ACH		putative_primary
(128311, 81835, 5798)	128311	81835	5798	79451398156298749	720575940617917396	L	L	DN	DNbe003		b	ACH	0.84	ACH	hb-5813024933	putative_primary
(126919, 82008, 5798)	126919	82008	5798	79381029412121806	720575940609407939	L	R	DN	DNge080		g	ACH	0.85	ACH		putative_primary
(125677, 76284, 5798)	125677	76284	5798	79239879606903657	720575940644653348	L	R	DN	DNge031		g		0	unk		putative_primary
(124009, 78689, 5798)	124009	78689	5798	79169717021140742	720575940632698541	L	L	DN	DNg12_b	none	g		0	unk		MX12
(127155, 81925, 5798)	127155	81925	5798	79381029412119300	720575940621392086	L	L	DN	DNde003		d	ACH	0.84	ACH	LAL106	putative_primary
(129949, 76489, 5798)	129949	76489	5798	79521423303081169	720575940634140883	L	L	DN	DNa09	MTD-I	a	ACH	0.58	unk	DNa09	WEDd1
(124229, 78444, 5798)	124229	78444	5798	79169648301657267	720575940631299855	L	R	DN	DNg49	none	g	ACH	0.49	unk		putative_primary
(125011, 77224, 5798)	125011	77224	5798	79239948326376277	720575940620470976	L	R	DN	DNg53	DMT	g		0	unk		LB19
(123719, 79032, 5798)	123719	79032	5798	79099348276950640	720575940635701655	L	L	DN	DNg91	ITD	g	ACH	0.42	unk	hb-1626948732	LB6
(128125, 81145, 5798)	128125	81145	5798	79451329436812167	720575940617990228	L	R	DN	DNge097		g	GLUT	0.72	GLUT		MD3
(127363, 75264, 5798)	127363	75264	5798	79380548375800562	720575940651932150	L	R	DN	DNge070		g	ACH	0.61	unk	DNb06	LB6
(124005, 78600, 5798)	124005	78600	5798	79169717021124705	720575940617993607	L	L	DN	DNg12_b	none	g	ACH	0.88	ACH		MX12
(129315, 80335, 5798)	129315	80335	5798	79521629461507267	720575940618818395	L	L	DN	DNg08	ITD	g	GLUT	0.69	GLUT		MX3
(128492, 75598, 5798)	128492	75598	5798	79450985839441797	720575940612805118	L	R	DN	DNg10	ITD	g		0	unk		LB6
(131686, 75803, 5798)	131686	75803	5798	79662092071982537	720575940630758418	L	R	DN	DNb01	MTD-I	b	GLUT	0.75	GLUT	DNb01	putative_primary
(131339, 83499, 5798)	131339	83499	5798	79662573108300384	720575940607170178	L	R	DN	DNge142		g		0	unk		MD3
(129766, 82988, 5798)	129766	82988	5798	79521835619945763	720575940639152361	L	R	DN	DNg84	VTV	g	ACH	0.82	ACH		LB23
(131462, 78763, 5798)	131462	78763	5798	79662298230406339	720575940620757748	L	L	DN	DNpe041		p	GABA	0.62	GABA	SMP290	DM2_central
(131289, 76846, 5798)	131289	76846	5798	79662160791461031	720575940622263066	L	R	DN	DNge135		g	GABA	0.49	unk		MD3
(131125, 76880, 5798)	131125	76880	5798	79662160791456595	720575940633228103	L	R	DN	DNp30	MTD-I	p	SER	0.69	other	DSKMP1A	putative_primary
(130822, 82819, 5798)	130822	82819	5798	79592204364126430	720575940634750871	L	L	DN	DNpe031		p	GLUT	0.49	unk	PVLP116	putative_primary
(131261, 76987, 5798)	131261	76987	5798	79662160791462190	720575940606425033	L	R	DN	DNge136		g	GABA	0.52	unk		MX3
(126816, 81366, 5798)	126816	81366	5798	79310591948465008	720575940649829241	L	R	DN	DNge051		g	GABA	0.55	unk		putative_primary
(130815, 82415, 5798)	130815	82415	5798	79592135644639162	720575940628125715	L	L	DN	DNg87	VTV	g	ACH	0.82	ACH		LB7__prim
(131035, 82897, 5798)	131035	82897	5798	79662573108308118	720575940631122191	L	L	DN	DNp43	VTV	p	ACH	0.95	ACH	CL332	DM6_central2
(131043, 77940, 5798)	131043	77940	5798	79662229510934401	720575940610505006	L	R	DN	DNp103	MDA	p	ACH	0.69	ACH	PVLP119	putative_primary
(131574, 82314, 5798)	131574	82314	5798	79662504388830781	720575940604954289	L	L	DN	DNp04	VTV	p	ACH	0.82	ACH	DNp04	SMPpv2_ventral
(131278, 78036, 5798)	131278	78036	5798	79662229510928773	720575940648654468	L	R	DN	DNpe036		p	ACH	0.71	ACH		SMPpv2_dorsal
(130877, 81981, 5798)	130877	81981	5798	79592135644643963	720575940632043320	L	R	DN	DNge130		g	ACH	0.79	ACH		
(130901, 83044, 5798)	130901	83044	5798	79592204364121055	720575940635549620	L	R	DN	DNp29	VTV	p	ACH	0.65	ACH	NPFP1	putative_primary
(130948, 77317, 5798)	130948	77317	5798	79591792047280466	720575940640331472	L	R	DN	MDN	MTD-I	p	ACH	0.83	ACH	MDN	primary
(131390, 81886, 5798)	131390	81886	5798	79662504388836249	720575940612376805	L	R	DN	DNg21	DLV	g	ACH	0.69	ACH		MX12__prim
(131115, 78960, 5798)	131115	78960	5798	79662298230412117	720575940621196037	L	R	DN	oviDNd		p		0	unk	SMP479	SMPpv1
(131718, 78934, 5798)	131718	78934	5798	79662298230421670	720575940629846722	L	R	DN	DNp64	MDA	p	ACH	0.98	ACH	CL137	SMPpv2_dorsal
(130297, 82305, 5798)	130297	82305	5798	79592135644648026	720575940626295396	L	R	DN	DNg85	VTV	g	ACH	0.89	ACH		LB23
(131172, 82474, 5798)	131172	82474	5798	79662504388836515	720575940641173632	L	L	DN	DNp69		p	ACH	0.89	ACH	CL304	SMPpv2_ventral
(131266, 82202, 5798)	131266	82202	5798	79662504388832938	720575940615292895	L	L	DN	DNpe049		p	ACH	0.68	ACH		putative_primary
(131259, 79135, 5798)	131259	79135	5798	79662298230416415	720575940617296029	L	R	DN	DNge139		g	ACH	0.74	ACH		MX7__prim
(131310, 78217, 5798)	131310	78217	5798	79662229510931798	720575940646173748	L	R	DN	oviDNb’		p	ACH	0.73	ACH	SLP410	SMPpv1
(128326, 75136, 5798)	128326	75136	5798	79450917119968551	720575940659703937	L	R	DN	DNg18_a	ITD	g	GLUT	0.58	unk		LB6
(123961, 78843, 5798)	123961	78843	5798	79169717021138754	720575940630119532	L	R	DN	DNge172		g		0	unk		MX3
(131629, 79000, 5798)	131629	79000	5798	79662298230405128	720575940625345511	L	R	DN	DNp63	MDA	p	ACH	0.88	ACH	PS113	SMPpm1
(130954, 77699, 5798)	130954	77699	5798	79591860766746123	720575940616274619	L	R	DN	DNpe026		p	ACH	0.92	ACH	CL202	putative_primary
(131220, 76314, 5798)	131220	76314	5798	79662092071980496	720575940620823828	L	L	DN	DNa14		a	ACH	0.58	unk	CL052	WEDd1
(130971, 76925, 5798)	130971	76925	5798	79591792047267675	720575940625295339	L	R	DN	DNp13	MTD-I	p	ACH	0.49	unk	DNp13	PSp2
(131395, 78357, 5798)	131395	78357	5798	79662229510934636	720575940617952034	L	R	DN	DNp68		p	ACH	0.97	ACH	CL138	SMPpv2_dorsal
(131078, 77486, 5798)	131078	77486	5798	79662229510932321	720575940605702944	L	R	DN	DNpe040		p	ACH	0.87	ACH	CL320	putative_primary
(131286, 78855, 5798)	131286	78855	5798	79662298230414818	720575940609719250	L	R	DN	oviDNv		p		0	unk	LHPV11a1	SMPpv1
(130860, 77057, 5798)	130860	77057	5798	79591792047272188	720575940610236514	L	R	DN	MDN	MTD-I	p	ACH	0.84	ACH	MDN	primary
(131621, 78779, 5798)	131621	78779	5798	79662298230410568	720575940637618142	L	R	DN	DNpe043		p	ACH	0.86	ACH	CL207	SMPpm1
(131348, 78960, 5798)	131348	78960	5798	79662298230414927	720575940642312136	L	R	DN	oviDNa		p	ACH	0.73	ACH	oviDNa	SMPpv1
(131033, 77579, 5798)	131033	77579	5798	79662229510931315	720575940635552948	L	R	DN	DNpe037		p	ACH	0.92	ACH	CL338	DM6_central2
(130734, 77564, 5798)	130734	77564	5798	79591860766751485	720575940611981029	L	R	DN	DNg111		g	GLUT	0.94	GLUT	hb-1573072464	MX12__prim
(131436, 77984, 5798)	131436	77984	5798	79662229510926255	720575940610715346	L	R	DN	DNpe035		p	ACH	0.71	ACH	SMP601	SMPpv1
(131170, 78613, 5798)	131170	78613	5798	79662298230418632	720575940614736034	L	R	DN	DNge140		g	ACH	0.51	unk		MX3
(131108, 82635, 5798)	131108	82635	5798	79662573108312598	720575940635838143	L	L	DN	DNpe052		p	ACH	0.77	ACH	AVLP564	SMPpv2_ventral
(131608, 78264, 5798)	131608	78264	5798	79662229510937392	720575940639242303	L	R	DN	DNpe053		p	ACH	0.95	ACH	SMP454	putative_primary
(131212, 78327, 5798)	131212	78327	5798	79662229510931860	720575940607378633	L	L	DN	DNpe039		p	ACH	0.89	ACH	CL306	SMPpv2_ventral
(131129, 77756, 5798)	131129	77756	5798	79662229510930026	720575940610604078	L	R	DN	DNge136		g	GABA	0.58	unk		MX3
(131518, 82935, 5798)	131518	82935	5798	79662573108312752	720575940639118926	L	R	DN	DNg24	VTV	g	GABA	0.59	unk		MD3
(131182, 79442, 5798)	131182	79442	5798	79662298230394586	720575940630992813	L	R	DN	DNp36	MDA	p	GLUT	0.62	GLUT	CL342	DM6_central1
(127910, 81387, 5798)	127910	81387	5798	79380960692623622	720575940644494752	L	L	DN	DNbe007	MTD-I	b	ACH	0.84	ACH	VES042	putative_primary
(131065, 79092, 5798)	131065	79092	5798	79662298230406596	720575940632512156	L	R	DN	oviDNb’		p	ACH	0.75	ACH	SLP410	SMPpv1
(126278, 80799, 5798)	126278	80799	5798	79310591948462042	720575940647586948	L	R	DN	DNge050		g	ACH	0.91	ACH		putative_primary
(131301, 77658, 5798)	131301	77658	5798	79662229510934141	720575940621031006	L	R	DN	DNp48	MDA	p	ACH	0.95	ACH	SMP462	SMPpm1
(131580, 78408, 5798)	131580	78408	5798	79662229510919126	720575940619451989	L	L	DN	DNpe033		p	GABA	0.57	unk	SMP289	DM2_central
(131338, 77198, 5798)	131338	77198	5798	79662160791462300	720575940622933765	L	L	DN	DNge137		g	ACH	0.84	ACH		putative_primary
(131247, 78502, 5798)	131247	78502	5798	79662298230415657	720575940623925173	L	L	DN	DNp65	MDA	p	GABA	0.43	unk		putative_primary
(131435, 83116, 5798)	131435	83116	5798	79662573108305954	720575940624750480	L	L	DN	DNg24	VTV	g	GABA	0.6	unk		MD3
(130625, 83186, 5798)	130625	83186	5798	79592204364124359	720575940630689644	L	L	DN	DNpe030		p	ACH	0.61	unk		putative_primary
(130742, 78583, 5798)	130742	78583	5798	79591929486218413	720575940635166571	L	R	DN	DNg60	none	g	GABA	0.57	unk		MD3
(131541, 82762, 5798)	131541	82762	5798	79662573108302124	720575940627750216	L	L	DN	DNpe031		p	GLUT	0.53	unk	PVLP116	putative_primary
(130994, 82698, 5798)	130994	82698	5798	79662573108313808	720575940650929273	L	L	DN	DNp32	VTV	p	DA	0.54	unk	DNp32	putative_primary
(131649, 82700, 5798)	131649	82700	5798	79662573108304423	720575940624977847	L	L	DN	DNpe050		p	ACH	0.88	ACH	CL341	DM6_central1
(131116, 79698, 5798)	131116	79698	5798	79662366949897877	720575940625420986	L	R	DN	DNp101		p	ACH	0.87	ACH	CL334	DM6_central2
(131120, 77127, 5798)	131120	77127	5798	79662160791454347	720575940617904208	L	R	DN	DNp62	MTD-I	p	SER	0.73	other	DSKMP1B	putative_primary
(131488, 78812, 5798)	131488	78812	5798	79662298230418815	720575940614363619	L	R	DN	oviDNx		p	ACH	0.95	ACH	SMP478	SMPpv1
(131432, 78514, 5798)	131432	78514	5798	79662298230414508	720575940612488341	L	R	DN	DNpe045		p	ACH	0.94	ACH	DNp23	SMPpv2_dorsal
(123342, 75906, 5798)	123342	75906	5798	79099142118530912	720575940611956197	L	L	DN	DNg78	none	g	ACH	0.65	ACH		putative_primary
(131504, 79510, 5798)	131504	79510	5798	79662366949896184	720575940621626394	L	R	DN	DNg102		g	GABA	0.52	unk		putative_primary
(130359, 79230, 5798)	130359	79230	5798	79591929486221335	720575940646753412	L	R	DN	DNb02	ITD	b	GLUT	0.59	unk	DNb02	putative_primary
(129063, 76292, 5798)	129063	76292	5798	79521354583623754	720575940626068569	L	R	DN	DNge087		g	GABA	0.49	unk		LB6
(129121, 74222, 5798)	129121	74222	5798	79521217144523724	720575940618658974	L	R	DN	DNg89	none	g		0	unk		putative_primary
(128446, 75563, 5798)	128446	75563	5798	79450985839432061	720575940620564673	L	R	DN	DNg10	ITD	g	GLUT	0.43	unk		LB6
(128868, 76076, 5798)	128868	76076	5798	79450985839436007	720575940624154604	L	R	DN	DNge087		g	GABA	0.53	unk		LB6
(129138, 76784, 5798)	129138	76784	5798	79521423303092168	720575940616548416	L	R	DN	DNge085		g		0	unk		LB6
(128984, 76687, 5798)	128984	76687	5798	79521423303086211	720575940623968612	L	R	DN	DNge085		g		0	unk		LB6
(128388, 75734, 5798)	128388	75734	5798	79450985839438267	720575940619944513	L	R	DN	DNg10	ITD	g		0	unk		LB6
(129496, 78579, 5798)	129496	78579	5798	79521560742043324	720575940625343761	L	R	DN	DNge085		g		0	unk		LB6
(128125, 75890, 5798)	128125	75890	5798	79450985839433517	720575940612335539	L	R	DN	DNge071		g		0	unk		LB6
(124479, 79548, 5798)	124479	79548	5798	79169785740609411	720575940620622708	L	R	DN	DNg76	DLT	g	ACH	0.81	ACH		putative_primary
(126985, 76006, 5798)	126985	76006	5798	79380617095260538	720575940636098367	L	R	DN	DNge071		g		0	unk		LB6
(126911, 75795, 5798)	126911	75795	5798	79380617095271345	720575940631855663	L	R	DN	DNg10	ITD	g		0	unk		LB6
(124317, 79778, 5798)	124317	79778	5798	79169785740602247	720575940641833869	L	R	DN	DNg73	none	g	ACH	0.75	ACH		putative_primary
(123447, 78545, 5798)	123447	78545	5798	79099348276956681	720575940647560500	L	L	DN	DNg61	DLT	g	ACH	0.92	ACH		putative_primary
(123789, 79551, 5798)	123789	79551	5798	79099416996429116	720575940628387663	L	L	DN	DNg69	MTD-I	g		0	unk		putative_primary
(128780, 80364, 5798)	128780	80364	5798	79451260717336337	720575940618051801	L	L	DN	DNg08	ITD	g		0	unk		MX3
(126282, 81868, 5781)	126282	81868	5781	79310660667904258	720575940614384757	L	R	DN	DNg17	DLT	g	GABA	0.72	GABA		putative_primary
(127994, 81945, 5798)	127994	81945	5798	79451398156293813	720575940639553920	L	R	DN	DNge101		g	GABA	0.51	unk		MD3
(125911, 76327, 5798)	125911	76327	5798	79310248351076500	720575940632962786	L	L	DN	DNa16		a	ACH	0.8	ACH	PS014	WEDd1
(129233, 74777, 5798)	129233	74777	5798	79521285864144420	720575940603580960	L	L	DN	DNpe054		p	ACH	0.69	ACH	DNp16/17	PSp2
(129174, 74721, 5798)	129174	74721	5798	79521285864134153	720575940624484796	L	L	DN	DNge106		g	ACH	0.81	ACH		MX12
(129760, 74803, 5798)	129760	74803	5798	79521285864125938	720575940629782072	L	L	DN	DNpe012		p	ACH	0.91	ACH	DNp16	PSp2
(123989, 74880, 5798)	123989	74880	5798	79169442143212778	720575940614843275	L	L	DN	DNg82	MTD-II	g	GLUT	0.68	GLUT		LB12
(125881, 82136, 5799)	125881	82136	5799	79310660667923512	720575940623918121	L	L	DN	DNge055		g	GLUT	0.69	GLUT		putative_primary
(126423, 80618, 5798)	126423	80618	5798	79310591948457663	720575940614342038	L	L	DN	DNge047		g	DA	0.49	unk		putative_primary
(128992, 74792, 5798)	128992	74792	5798	79521285864147003	720575940606756309	L	L	DN	DNpe018		p		0	unk	hb-1436667616	PSp2
(130403, 75689, 5798)	130403	75689	5798	79591723327810420	720575940613088426	L	L	DN	DNb07		b		0	unk	PS067	putative_primary
(128718, 75647, 5798)	128718	75647	5798	79450985839435775	720575940634599615	L	R	DN	DNg18_b	ITD	g	GLUT	0.34	unk		LB6
(129875, 77858, 5798)	129875	77858	5798	79521492022553263	720575940641793440	L	R	DN	DNge114		g		0	unk		LB7
(129178, 75184, 5798)	129178	75184	5798	79521285864143191	720575940607037635	L	L	DN	DNp17	ITD	p		0	unk	DNp17	PSp2
(131232, 75971, 5798)	131232	75971	5798	79662092071979907	720575940631469452	L	L	DN	DNge134		g	GLUT	0.67	GLUT		putative_primary
(129997, 83320, 5798)	129997	83320	5798	79592204364131019	720575940644467360	L	L	DN	DNge133		g	ACH	0.8	ACH		LB7__prim
(124298, 79051, 5798)	124298	79051	5798	79169717021132336	720575940626849546	L	L	DN	DNge019		g	ACH	0.63	ACH		MX12
(123943, 78547, 5798)	123943	78547	5798	79169717021144817	720575940608960722	L	L	DN	DNg12_b	none	g		0	unk		MX12
(125321, 80167, 5798)	125321	80167	5798	79240154484794970	720575940609260494	L	R	DN	DNg14	DLT	g		0	unk		putative_primary
(128141, 81467, 5798)	128141	81467	5798	79451329436805287	720575940632412333	L	R	DN	DNge096		g	GABA	0.5	unk		MD3
(128264, 75152, 5798)	128264	75152	5798	79450917119980442	720575940609844117	L	R	DN	DNg18_b	ITD	g	GLUT	0.36	unk		LB6
(125582, 76530, 5798)	125582	76530	5798	79239948326377082	720575940616293855	L	L	DN	DNp15	ITD	p		0	unk	DNp15	putative_primary
(126833, 81702, 5798)	126833	81702	5798	79310660667912252	720575940620541099	L	L	DN	DNge054		g	GABA	0.56	unk		putative_primary
(130644, 76099, 5798)	130644	76099	5798	79591723327821875	720575940609097429	L	L	DN	DNae005		a	ACH	0.85	ACH	VES009	WEDd1
(129078, 74779, 5798)	129078	74779	5798	79521285864136575	720575940611886289	L	L	DN	DNpe008		p		0	unk	PS228	PSp2
(129705, 77811, 5798)	129705	77811	5798	79521492022563933	720575940644740256	L	R	DN	DNg11	ITD	g		0	unk		LB6
(131059, 80781, 5798)	131059	80781	5798	79662435669366947	720575940630480348	L	R	DN	DNg102		g	GABA	0.48	unk		putative_primary
(127607, 82438, 5798)	127607	82438	5798	79381029412122077	720575940623503318	L	R	DN	DNg104		g	OCT	0.71	other		putative_primary
(130982, 78297, 5798)	130982	78297	5798	79591860766747954	720575940630346860	L	L	DN	DNp54	MDA	p	GABA	0.54	unk	PS163	putative_primary
(124473, 78906, 5798)	124473	78906	5798	79169717021143915	720575940617432065	L	R	DN	DNge027		g	ACH	0.61	unk		putative_primary
(128300, 74684, 5798)	128300	74684	5798	79450917119970597	720575940617249254	L	R	DN	DNge086		g		0	unk		LB6
(125851, 76175, 5798)	125851	76175	5798	79239879606916680	720575940618663838	L	L	DN	DNge032		g	ACH	0.78	ACH		MD3
(129346, 74891, 5798)	129346	74891	5798	79521285864130508	720575940608332674	L	L	DN	DNpe011		p	ACH	0.8	ACH	DNp16	PSp2
(126373, 82094, 5798)	126373	82094	5798	79310660667928943	720575940629812346	L	L	DN	DNde002		d	ACH	0.95	ACH	VES029	putative_primary
(128188, 82980, 5799)	128188	82980	5799	79451466875756209	720575940615505406	L	R	DN	DNg23	DLV	g	GABA	0.71	GABA		
(128582, 80921, 5798)	128582	80921	5798	79451329436819642	720575940615251251	L	L	DN	DNp47	DMT	p	ACH	0.89	ACH	PS293	putative_primary
(131403, 79613, 5798)	131403	79613	5798	79662366949902642	720575940627582724	L	L	DN	DNp44	MDA	p	ACH	0.86	ACH	DNp44	primary
(127957, 81664, 5798)	127957	81664	5798	79451398156285991	720575940617373268	L	R	DN	DNge098		g	GABA	0.56	unk		putative_primary
(129834, 79951, 5798)	129834	79951	5798	79521629461512335	720575940626580794	L	R	DN	DNge089		g	ACH	0.79	ACH		LB7
(125492, 79732, 5798)	125492	79732	5798	79240154484804067	720575940627826760	L	R	DN	DNge037		g	ACH	0.84	ACH		LB7__prim
(131348, 77937, 5798)	131348	77937	5798	79662229510924912	720575940614185366	L	R	DN	oviDNx		p	ACH	0.8	ACH	SMP486_b	SMPpv1
(129601, 83198, 5798)	129601	83198	5798	79521835619942391	720575940637870510	L	L	DN	DNge121		g	ACH	0.8	ACH		
(128630, 83769, 5798)	128630	83769	5798	79451535595220939	720575940629412170	L	L	DN	DNd04		d	GLUT	0.61	unk		
(124062, 78953, 5798)	124062	78953	5798	79169717021137781	720575940632355885	L	L	DN	DNge020		g	ACH	0.96	ACH		MX12
(126824, 81088, 5798)	126824	81088	5798	79310591948449958	720575940623137212	L	L	DN	DNge044		g	ACH	0.63	ACH		putative_primary
(126405, 81023, 5798)	126405	81023	5798	79310591948453843	720575940620714150	L	R	DN	DNge046		g	GABA	0.53	unk		putative_primary
(127533, 82323, 5798)	127533	82323	5798	79381029412114316	720575940628436282	L	R	DN	DNge075		g	ACH	0.69	ACH		putative_primary
(131455, 78180, 5798)	131455	78180	5798	79662229510940148	720575940631643532	L	R	DN	DNg77	MDA	g	ACH	0.85	ACH		putative_primary
(123441, 79113, 5798)	123441	79113	5798	79099348276952958	720575940646764579	L	L	DN	DNge006		g		0	unk		putative_primary
(126002, 80815, 5798)	126002	80815	5798	79310591948462036	720575940620082512	L	R	DN	DNge049		g	ACH	0.71	ACH		putative_primary
(129936, 81687, 5798)	129936	81687	5798	79521766900478867	720575940622996579	L	R	DN	DNg40	DLV	g	GLUT	0.53	unk	hb-5813056435	MX3
(126176, 80138, 5798)	126176	80138	5798	79310523228976361	720575940629428215	L	L	DN	DNpe002		p	ACH	0.9	ACH	VES068	putative_primary
(128842, 80630, 5798)	128842	80630	5798	79451329436822017	720575940620929483	L	L	DN	DNg106		g		0	unk		MX3
(123878, 78515, 5798)	123878	78515	5798	79169717021145672	720575940618762605	L	L	DN	DNg12_b	none	g		0	unk		MX12
(129370, 74967, 5798)	129370	74967	5798	79521285864140316	720575940618870881	L	L	DN	DNpe009		p		0	unk	PS226	PSp2
(127206, 82397, 5798)	127206	82397	5798	79381029412122056	720575940613686954	L	L	DN	DNge081		g		0	unk		putative_primary
